date,type,description,key,source_module,observed_from,close_time,status
2011-05-30,CLOSED,Spring Bank Holiday,uk_spring_bank_holiday,module:uk_spring_bank_holiday,,,CONFIRMED
2011-08-29,CLOSED,Summer Bank Holiday,uk_summer_bank_holiday,module:uk_summer_bank_holiday,,,CONFIRMED
2011-12-23,EARLY_CLOSE,Christmas Eve (Early Close) (24 December 2011 is a Saturday; half day observed the preceding Friday),gb_lse_christmas_eve_early_close_shifted,module:gb_lse_early_closes,,12:30,CONFIRMED
2011-12-26,CLOSED,Boxing Day,uk_boxing_day,module:uk_boxing_day,,,CONFIRMED
2011-12-27,CLOSED,Christmas Day,uk_christmas_day,module:uk_christmas_day,2011-12-25,,CONFIRMED
2011-12-30,EARLY_CLOSE,New Year's Eve (Early Close) (31 December 2011 is a Saturday; half day observed the preceding Friday),gb_lse_new_years_eve_early_close_shifted,module:gb_lse_early_closes,,12:30,CONFIRMED
2012-01-02,CLOSED,New Year's Day,uk_new_years_day,module:uk_new_years_day,2012-01-01,,CONFIRMED
2012-04-06,CLOSED,Good Friday,good_friday,module:uk_good_friday,,,CONFIRMED
2012-04-09,CLOSED,Easter Monday,easter_monday,module:uk_easter_monday,,,CONFIRMED
2012-05-07,CLOSED,Early May Bank Holiday,uk_early_may_bank_holiday,module:uk_early_may_bank_holiday,,,CONFIRMED
2012-06-04,CLOSED,Spring Bank Holiday (Moved for the Diamond Jubilee),uk_spring_bank_holiday_moved,module:uk_spring_bank_holiday,,,CONFIRMED
2012-06-05,CLOSED,Jubilee Bank Holiday (Diamond Jubilee),uk_jubilee_bank_holiday,module:uk_jubilee_bank_holiday,,,CONFIRMED
2012-08-27,CLOSED,Summer Bank Holiday,uk_summer_bank_holiday,module:uk_summer_bank_holiday,,,CONFIRMED
2012-12-24,EARLY_CLOSE,Christmas Eve (Early Close),gb_lse_christmas_eve_early_close,module:gb_lse_early_closes,,12:30,CONFIRMED
2012-12-25,CLOSED,Christmas Day,uk_christmas_day,module:uk_christmas_day,,,CONFIRMED
2012-12-26,CLOSED,Boxing Day,uk_boxing_day,module:uk_boxing_day,,,CONFIRMED
2012-12-31,EARLY_CLOSE,New Year's Eve (Early Close),gb_lse_new_years_eve_early_close,module:gb_lse_early_closes,,12:30,CONFIRMED
2013-01-01,CLOSED,New Year's Day,uk_new_years_day,module:uk_new_years_day,,,CONFIRMED
2013-03-29,CLOSED,Good Friday,good_friday,module:uk_good_friday,,,CONFIRMED
2013-04-01,CLOSED,Easter Monday,easter_monday,module:uk_easter_monday,,,CONFIRMED
2013-05-06,CLOSED,Early May Bank Holiday,uk_early_may_bank_holiday,module:uk_early_may_bank_holiday,,,CONFIRMED
2013-05-27,CLOSED,Spring Bank Holiday,uk_spring_bank_holiday,module:uk_spring_bank_holiday,,,CONFIRMED
2013-08-26,CLOSED,Summer Bank Holiday,uk_summer_bank_holiday,module:uk_summer_bank_holiday,,,CONFIRMED
2013-12-24,EARLY_CLOSE,Christmas Eve (Early Close),gb_lse_christmas_eve_early_close,module:gb_lse_early_closes,,12:30,CONFIRMED
2013-12-25,CLOSED,Christmas Day,uk_christmas_day,module:uk_christmas_day,,,CONFIRMED
2013-12-26,CLOSED,Boxing Day,uk_boxing_day,module:uk_boxing_day,,,CONFIRMED
2013-12-31,EARLY_CLOSE,New Year's Eve (Early Close),gb_lse_new_years_eve_early_close,module:gb_lse_early_closes,,12:30,CONFIRMED
2014-01-01,CLOSED,New Year's Day,uk_new_years_day,module:uk_new_years_day,,,CONFIRMED
2014-04-18,CLOSED,Good Friday,good_friday,module:uk_good_friday,,,CONFIRMED
2014-04-21,CLOSED,Easter Monday,easter_monday,module:uk_easter_monday,,,CONFIRMED
2014-05-05,CLOSED,Early May Bank Holiday,uk_early_may_bank_holiday,module:uk_early_may_bank_holiday,,,CONFIRMED
2014-05-26,CLOSED,Spring Bank Holiday,uk_spring_bank_holiday,module:uk_spring_bank_holiday,,,CONFIRMED
2014-08-25,CLOSED,Summer Bank Holiday,uk_summer_bank_holiday,module:uk_summer_bank_holiday,,,CONFIRMED
2014-12-24,EARLY_CLOSE,Christmas Eve (Early Close),gb_lse_christmas_eve_early_close,module:gb_lse_early_closes,,12:30,CONFIRMED
2014-12-25,CLOSED,Christmas Day,uk_christmas_day,module:uk_christmas_day,,,CONFIRMED
2014-12-26,CLOSED,Boxing Day,uk_boxing_day,module:uk_boxing_day,,,CONFIRMED
2014-12-31,EARLY_CLOSE,New Year's Eve (Early Close),gb_lse_new_years_eve_early_close,module:gb_lse_early_closes,,12:30,CONFIRMED
2015-01-01,CLOSED,New Year's Day,uk_new_years_day,module:uk_new_years_day,,,CONFIRMED
2015-04-03,CLOSED,Good Friday,good_friday,module:uk_good_friday,,,CONFIRMED
2015-04-06,CLOSED,Easter Monday,easter_monday,module:uk_easter_monday,,,CONFIRMED
2015-05-04,CLOSED,Early May Bank Holiday,uk_early_may_bank_holiday,module:uk_early_may_bank_holiday,,,CONFIRMED
2015-05-25,CLOSED,Spring Bank Holiday,uk_spring_bank_holiday,module:uk_spring_bank_holiday,,,CONFIRMED
2015-08-31,CLOSED,Summer Bank Holiday,uk_summer_bank_holiday,module:uk_summer_bank_holiday,,,CONFIRMED
2015-12-24,EARLY_CLOSE,Christmas Eve (Early Close),gb_lse_christmas_eve_early_close,module:gb_lse_early_closes,,12:30,CONFIRMED
2015-12-25,CLOSED,Christmas Day,uk_christmas_day,module:uk_christmas_day,,,CONFIRMED
2015-12-28,CLOSED,Boxing Day,uk_boxing_day,module:uk_boxing_day,2015-12-26,,CONFIRMED
